architecture,config,device,device_name,warmup,samples,raw_all_mean_ms,raw_all_std_ms,raw_stable_mean_ms,raw_stable_std_ms,mapped_all_mean_s,mapped_all_std_s,mapped_stable_mean_s,mapped_stable_std_s,mapped_stable_mean_ms,mapped_stable_std_ms,outlier_indices_0_based,source_json,mapped_json
previous_cpu_target_anchor,/home/intern/proxylessnas/search/cpu_net.config,cuda:1,NVIDIA GeForce RTX 4090,0,400,9.18688416481018,30.201303572760352,7.675128473076306,0.4925858011966571,0.006552203535690695,0.021539956801664664,0.0054740000000000014,0.0003513185069421695,5.473999999999998,0.35131850694216965,0,/home/intern/proxylessnas/search/gpu_latency_warm0_anchor_5p474/previous_cpu_target.gpu_latency_cuda1_crop256_400samples_sync_cudnnbench_warm0_rerun.json,/home/intern/proxylessnas/search/gpu_latency_warm0_anchor_5p474/previous_cpu_target.gpu_latency_cuda1_crop256_400samples_warm0_anchor5p474_rerun_seconds.json
current_cpu_candidate,/home/intern/proxylessnas/search/logs/ablate_cpu_combo_b2Ghost5x5_b4Shufflee8/learned_net/net.config,cuda:1,NVIDIA GeForce RTX 4090,0,400,10.159351825714111,30.646260416691753,8.625372310628867,0.5566725345304697,0.007245779935676932,0.021857305725819447,0.006151726084326741,0.00039702598656285665,6.151726084326752,0.39702598656285654,0,/home/intern/proxylessnas/search/gpu_latency_warm0_anchor_5p474/current_cpu_candidate.gpu_latency_cuda1_crop256_400samples_sync_cudnnbench_warm0_rerun.json,/home/intern/proxylessnas/search/gpu_latency_warm0_anchor_5p474/current_cpu_candidate.gpu_latency_cuda1_crop256_400samples_warm0_anchor5p474_rerun_seconds.json
