architecture,config,raw_all_400_mean_ms,raw_all_400_std_ms,raw_stable_mean_ms,raw_stable_std_ms,mapped_all_400_mean_ms,mapped_all_400_std_ms,mapped_stable_mean_ms,mapped_stable_std_ms,mapped_json
Previous CPU-target architecture,/home/intern/proxylessnas/search/cpu_net.config,7.878175377845764,25.202325540786152,6.616829630725067,0.5931676537176266,6.517491672760822,20.849491026587938,5.473999999999998,0.4907183526946099,/home/intern/proxylessnas/search/gpu_latency_warm0_anchor_5p474/previous_cpu_target.gpu_latency_cuda0_crop256_400samples_warm0_anchor5p474.json
Current CPU candidate,/home/intern/proxylessnas/search/logs/ablate_cpu_combo_b2Ghost5x5_b4Shufflee8/learned_net/net.config,7.280948066711426,0.37922105932284056,7.280948066711426,0.37922105932284056,6.02341482877367,0.3137236704862485,6.02341482877367,0.3137236704862485,/home/intern/proxylessnas/search/gpu_latency_warm0_anchor_5p474/current_cpu_candidate.gpu_latency_cuda0_crop256_400samples_warm0_anchor5p474.json
